status_group,amount_tsh,gps_height,basin,region,region_code,lga,public_meeting,scheme_management,permit,extraction_type_group,extraction_type_class,management,management_group,payment,quality_group,quantity,source,source_class,waterpoint_type,water_per_person,age_at_inspection,unknown_construction_year
functional needs repair,250.0,1511,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.6756756756756757,12.0,False
functional needs repair,0.0,1337,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,15.0,False
functional needs repair,1000.0,1001,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe multiple,4.0,6.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,WUA,False,gravity,gravity,wua,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,500.0,1309,Lake Tanganyika,Rukwa,15,Mpanda,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,21.73913043478261,33.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,swn 80,handpump,wug,user-group,never pay,salty,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Kagera,18,Biharamulo,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1312,Lake Tanganyika,Kigoma,16,Kibondo,True,VWC,False,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,20.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,afridev,handpump,vwc,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,50.0,1505,Internal,Manyara,21,Kiteto,False,Water Board,False,submersible,submersible,water board,user-group,pay per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,0.1976284584980237,16.0,False
functional needs repair,200.0,1499,Lake Victoria,Mara,20,Serengeti,True,WUG,,other handpump,handpump,wug,user-group,pay monthly,good,enough,shallow well,groundwater,hand pump,0.6666666666666666,18.0,False
functional needs repair,0.0,1616,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,improved spring,0.0,4.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,3000.0,1018,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Water authority,True,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,communal standpipe multiple,25.0,29.0,False
functional needs repair,500.0,672,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,wug,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe,6.25,3.0,False
functional needs repair,5000.0,1668,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay annually,good,enough,river,surface,communal standpipe,90.9090909090909,2.0,False
functional needs repair,500.0,1408,Ruvuma / Southern Coast,Ruvuma,10,Mbinga,True,WUG,True,gravity,gravity,wug,user-group,pay when scheme fails,good,enough,spring,groundwater,communal standpipe,10.0,6.0,False
functional needs repair,1000.0,892,Ruvuma / Southern Coast,Ruvuma,10,Namtumbo,True,WUG,False,swn 80,handpump,wug,user-group,pay monthly,good,insufficient,shallow well,groundwater,hand pump,2.7777777777777777,15.0,False
functional needs repair,0.0,161,Ruvuma / Southern Coast,Lindi,80,Lindi Rural,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,9.0,False
functional needs repair,600.0,815,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,5.0,4.0,False
functional needs repair,100.0,469,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,1.0,7.0,False
functional needs repair,0.0,1495,Lake Victoria,Mara,20,Serengeti,True,WUG,,rope pump,rope pump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,15.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,,,False,nira/tanira,handpump,unknown,unknown,unknown,unknown,unknown,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1302,Internal,Singida,13,Iramba,True,Parastatal,True,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,7.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,2000.0,1156,Lake Nyasa,Iringa,11,Ludewa,True,VWC,False,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,34.48275862068966,0.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1346,Pangani,Kilimanjaro,3,Rombo,True,Parastatal,True,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,11.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,never pay,salty,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,VWC,False,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,3000.0,398,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,submersible,submersible,wug,user-group,pay monthly,good,enough,machine dbh,groundwater,communal standpipe,12.0,8.0,False
functional needs repair,0.0,1480,Internal,Singida,13,Iramba,True,Parastatal,True,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,6.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,WUA,True,gravity,gravity,wua,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,500.0,1510,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,enough,river,surface,communal standpipe,5.555555555555555,33.0,False
functional needs repair,200.0,1456,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.38461538461538464,25.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,False,VWC,False,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,1000.0,1242,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay annually,good,enough,spring,groundwater,communal standpipe,40.0,1.0,False
functional needs repair,9000.0,469,Pangani,Kilimanjaro,3,Same,True,Water authority,,nira/tanira,handpump,vwc,user-group,other,good,enough,shallow well,groundwater,hand pump,36.0,3.0,False
functional needs repair,0.0,937,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe multiple,0.0,21.0,False
functional needs repair,0.0,1249,Lake Nyasa,Ruvuma,10,Mbinga,,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,5.0,False
functional needs repair,0.0,338,Ruvuma / Southern Coast,Mtwara,90,Newala,True,VWC,False,submersible,submersible,vwc,user-group,never pay,good,enough,machine dbh,groundwater,communal standpipe,0.0,23.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Shinyanga,17,Bukombe,,WUG,True,nira/tanira,handpump,wug,user-group,unknown,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,other,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,1500.0,1617,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay annually,good,insufficient,spring,groundwater,communal standpipe,10.714285714285714,5.0,False
functional needs repair,500.0,432,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,500.0,27.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1351,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,india mark ii,handpump,wug,user-group,other,salty,insufficient,shallow well,groundwater,hand pump,0.0,7.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,100.0,1424,Pangani,Arusha,2,Urban,False,Water Board,,submersible,submersible,water board,user-group,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe,100.0,13.0,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Dodoma Urban,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,,False
functional needs repair,0.0,1319,Pangani,Arusha,2,Meru,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,31.0,False
functional needs repair,0.0,1537,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,37.0,False
functional needs repair,25.0,856,Pangani,Kilimanjaro,3,Same,True,Water authority,True,submersible,submersible,water authority,commercial,pay per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,0.05952380952380952,30.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Kagera,18,Biharamulo,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Dodoma Urban,True,Other,False,submersible,submersible,other,other,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,1200.0,935,Ruvuma / Southern Coast,Ruvuma,10,Songea Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,communal standpipe,4.0,13.0,False
functional needs repair,0.0,29,Ruvuma / Southern Coast,Lindi,80,Kilwa,True,,True,afridev,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,6.0,False
functional needs repair,0.0,351,Rufiji,Morogoro,5,Ulanga,False,,True,gravity,gravity,other,other,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,22.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,200.0,673,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,2.0408163265306123,3.0,False
functional needs repair,0.0,434,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,2.0,False
functional needs repair,0.0,1350,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,37.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,pay when scheme fails,salty,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Shinyanga,17,Bukombe,True,WUG,True,nira/tanira,handpump,wug,user-group,unknown,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1225,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,39.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,30.0,13,Rufiji,Pwani,60,Rufiji,True,VWC,True,afridev,handpump,vwc,user-group,pay per bucket,good,enough,shallow well,groundwater,hand pump,30.0,5.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,other motorpump,motorpump,vwc,user-group,pay per bucket,salty,enough,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,1200.0,1234,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay annually,good,enough,river,surface,communal standpipe multiple,2.2222222222222223,36.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,5000.0,614,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,swn 80,handpump,vwc,user-group,pay annually,good,enough,machine dbh,groundwater,hand pump,5000.0,19.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1522,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,41.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Dodoma Urban,True,VWC,False,mono,motorpump,private operator,commercial,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Shinyanga,17,Bukombe,,VWC,True,other,other,vwc,user-group,unknown,good,enough,shallow well,groundwater,other,0.0,,False
functional needs repair,250.0,1062,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.6410256410256411,13.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,WUG,False,gravity,gravity,wug,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Shinyanga Rural,True,Parastatal,False,other,other,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,other,0.0,,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Mpwapwa,True,VWC,True,gravity,gravity,vwc,user-group,pay per bucket,good,enough,spring,groundwater,communal standpipe,0.0,,False
